!def(HAVE_GETLINE),
!def(mpz_tstbit),
!def(mpq_swap),
def(MPS_CATCH_FPE),
!def(mpq_out_str),
True,
!def(mpf_pow_ui),
!def(DISABLE_DEBUG),
!def(mpf_swap),
!def(mpz_swap),
