!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
!def(mpz_swap),
!def(mpz_tstbit),
True,
!def(mpf_swap),
!def(mpq_out_str),
!def(mpq_swap),
def(MPS_CATCH_FPE),
