!def(mpq_out_str),
!def(mpz_swap),
!def(mpq_swap),
!def(mpz_tstbit),
def(MPS_CATCH_FPE),
!def(mpf_swap),
!def(HAVE_GETLINE),
True,
!def(DISABLE_DEBUG),
!def(mpf_pow_ui),
