def(MPS_CATCH_FPE),
!def(mpq_out_str),
!def(mpz_swap),
!def(mpf_pow_ui),
!def(mpf_swap),
True,
!def(DISABLE_DEBUG),
!def(mpq_swap),
!def(mpz_tstbit),
