!def(mpq_out_str),
True,
!def(DISABLE_DEBUG),
!def(mpz_swap),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(mpf_swap),
!def(mpf_pow_ui),
!def(mpz_tstbit),
!def(HAVE_GETLINE),
