def(MPS_CATCH_FPE),
!def(mpq_out_str),
!def(mpq_swap),
True,
!def(mpf_swap),
!def(mpz_tstbit),
!def(DISABLE_DEBUG),
!def(mpz_swap),
!def(mpf_pow_ui),
