!def(DISABLE_DEBUG),
def(MPS_CATCH_FPE),
!def(mpz_tstbit),
!def(mpq_swap),
!def(mpz_swap),
!def(mpq_out_str),
!def(HAVE_GETLINE),
True,
!def(mpf_swap),
!def(mpf_pow_ui),
