!def(DISABLE_DEBUG),
!def(mpz_tstbit),
def(MPS_CATCH_FPE),
!def(mpq_swap),
!def(HAVE_GETLINE),
!def(mpz_swap),
!def(mpq_out_str),
(def(HAVE_VSNPRINTF)&!def(vsnprintf)),
def(NICE_DEBUG),
!def(mpf_swap),
True,
!def(mpf_pow_ui),
!def(HAVE_FMEMOPEN),
