!def(DISABLE_DEBUG),
!def(HAVE_GETLINE),
!def(mpq_out_str),
def(MPS_CATCH_FPE),
True,
!def(mpz_swap),
!def(mpz_tstbit),
!def(mpf_swap),
!def(mpf_pow_ui),
!def(mpq_swap),
