!def(mpz_tstbit),
def(MPS_CATCH_FPE),
True,
!def(mpf_swap),
!def(mpz_swap),
!def(mpf_pow_ui),
!def(mpq_swap),
!def(mpq_out_str),
!def(DISABLE_DEBUG),
