!def(mpq_out_str),
!def(mpz_swap),
def(MPS_CATCH_FPE),
!def(mpf_swap),
!def(mpz_tstbit),
!def(mpf_pow_ui),
!def(DISABLE_DEBUG),
!def(mpq_swap),
True,
