!def(HAVE_GETLINE),
def(MPS_CATCH_FPE),
!def(mpz_tstbit),
!def(mpq_swap),
!def(mpq_out_str),
True,
!def(mpz_swap),
!def(DISABLE_DEBUG),
!def(mpf_swap),
!def(mpf_pow_ui),
