"index","pe","peso","categoria"
"1000","do_disconnect","1","function"
"1001","argv","1","variable"
"1001","mosq","1","variable"
"1001","client_opts_set","1","function"
"1001","stored","1","variable"
"1001","topic","1","variable"
"1001","retain","1","variable"
"1001","packet__cleanup","1","function"
"1001","mosquitto__reconnect","1","function"
"1001","log__printf","1","function"
"1001","mosquitto_connect_bind","1","function"
"1001","handle__pubackcomp","1","function"
"1001","username","1","variable"
"1001","send__pingresp","1","function"
"1001","mosquitto_tls_set","1","function"
"1001","message__remove","1","function"
"1001","pub_or_sub","1","variable"
"1001","net__socket_get_address","1","function"
"1001","handle__connack","1","function"
"1001","handle__pingreq","1","function"
"1001","mqtt3_context_disconnect","1","function"
"1001","packet__read","1","function"
"1001","qos","1","variable"
"1001","mosquitto_reconnect","1","function"
"1001","ts","1","variable"
"1001","mosquitto_unpwd_check","1","function"
"1001","send__connack","1","function"
"1001","mid","1","variable"
"1001","packet__queue","1","function"
"1001","db__message_delete","1","function"
"1001","mosquitto_socks5_set","1","function"
"1001","mosquitto_connect","1","function"
"1001","password","1","variable"
"1001","handle__suback","1","function"
"1001","handle__pingresp","1","function"
"1001","handle__unsuback","1","function"
"1001","message__out_update","1","function"
"1001","db","1","variable"
"1001","handle__pubrel","1","function"
"1001","packet__write","1","function"
"1001","mosquitto_tls_insecure_set","1","function"
"1001","net__socket_close","1","function"
"1001","db__message_write","1","function"
"1001","mosquitto_connect_srv","1","function"
"1001","packet","1","variable"
"1001","topic_temp","1","variable"
"1001","packet__read_uint16","1","function"
"1001","message__cleanup","1","function"
"1001","mosquitto_tls_opts_set","1","function"
"1001","cfg","1","variable"
"1001","message__delete","1","function"
"1001","start","1","variable"
"1001","context","1","variable"
"1001","db__message_update","1","function"
"1001","int_db","1","variable"
"1001","mosquitto_tls_psk_set","1","function"
"1001","db__message_release","1","function"
"1001","argc","1","variable"
"1001","client_connect","1","function"
"1001","handle__packet","1","function"
"1001","send__simple_command","1","function"
"1001","send__disconnect","1","function"
"1001","do_disconnect","1","function"
"1002","argv","1","variable"
"1002","mosq","1","variable"
"1002","client_opts_set","1","function"
"1002","stored","1","variable"
"1002","topic","1","variable"
"1002","retain","1","variable"
"1002","packet__cleanup","1","function"
"1002","mosquitto__reconnect","1","function"
"1002","log__printf","1","function"
"1002","mosquitto_connect_bind","1","function"
"1002","handle__pubackcomp","1","function"
"1002","username","1","variable"
"1002","send__pingresp","1","function"
"1002","mosquitto_tls_set","1","function"
"1002","message__remove","1","function"
"1002","pub_or_sub","1","variable"
"1002","net__socket_get_address","1","function"
"1002","handle__connack","1","function"
"1002","handle__pingreq","1","function"
"1002","mqtt3_context_disconnect","1","function"
"1002","packet__read","1","function"
"1002","qos","1","variable"
"1002","mosquitto_reconnect","1","function"
"1002","ts","1","variable"
"1002","mosquitto_unpwd_check","1","function"
"1002","send__connack","1","function"
"1002","mid","1","variable"
"1002","packet__queue","1","function"
"1002","db__message_delete","1","function"
"1002","mosquitto_socks5_set","1","function"
"1002","mosquitto_connect","1","function"
"1002","password","1","variable"
"1002","handle__suback","1","function"
"1002","handle__pingresp","1","function"
"1002","handle__unsuback","1","function"
"1002","message__out_update","1","function"
"1002","db","1","variable"
"1002","handle__pubrel","1","function"
"1002","packet__write","1","function"
"1002","mosquitto_tls_insecure_set","1","function"
"1002","net__socket_close","1","function"
"1002","db__message_write","1","function"
"1002","mosquitto_connect_srv","1","function"
"1002","packet","1","variable"
"1002","topic_temp","1","variable"
"1002","packet__read_uint16","1","function"
"1002","message__cleanup","1","function"
"1002","mosquitto_tls_opts_set","1","function"
"1002","cfg","1","variable"
"1002","message__delete","1","function"
"1002","start","1","variable"
"1002","context","1","variable"
"1002","db__message_update","1","function"
"1002","int_db","1","variable"
"1002","mosquitto_tls_psk_set","1","function"
"1002","db__message_release","1","function"
"1002","argc","1","variable"
"1002","client_connect","1","function"
"1002","handle__packet","1","function"
"1002","send__simple_command","1","function"
"1002","send__disconnect","1","function"
"1002","do_disconnect","1","function"
"1003","net__socket_close","1","function"
"1003","send__connack","1","function"
"1003","mosquitto_unpwd_check","1","function"
"1003","mosquitto_connect_bind","1","function"
"1003","mosquitto__reconnect","1","function"
"1003","handle__packet","1","function"
"1003","context","1","variable"
"1003","message__cleanup","1","function"
"1003","net__socket_get_address","1","function"
"1003","db__message_delete","1","function"
"1003","db__message_update","1","function"
"1003","ts","1","variable"
"1003","handle__unsuback","1","function"
"1003","pub_or_sub","1","variable"
"1003","argv","1","variable"
"1003","mosquitto_tls_insecure_set","1","function"
"1003","topic_temp","1","variable"
"1003","packet__cleanup","1","function"
"1003","message__remove","1","function"
"1003","mosquitto_socks5_set","1","function"
"1003","int_db","1","variable"
"1003","packet","1","variable"
"1003","mosquitto_reconnect","1","function"
"1003","mid","1","variable"
"1003","message__delete","1","function"
"1003","db__message_release","1","function"
"1003","qos","1","variable"
"1003","handle__pingreq","1","function"
"1003","handle__suback","1","function"
"1003","db","1","variable"
"1003","username","1","variable"
"1003","handle__pubackcomp","1","function"
"1003","packet__write","1","function"
"1003","mosquitto_tls_set","1","function"
"1003","packet__read_uint16","1","function"
"1003","packet__queue","1","function"
"1003","send__simple_command","1","function"
"1003","send__pingresp","1","function"
"1003","mosquitto_tls_psk_set","1","function"
"1003","do_disconnect","1","function"
"1003","mosq","1","variable"
"1003","handle__pingresp","1","function"
"1003","start","1","variable"
"1003","argc","1","variable"
"1003","topic","1","variable"
"1003","send__disconnect","1","function"
"1003","mosquitto_tls_opts_set","1","function"
"1003","message__out_update","1","function"
"1003","stored","1","variable"
"1003","client_opts_set","1","function"
"1003","db__message_write","1","function"
"1003","mqtt3_context_disconnect","1","function"
"1003","handle__connack","1","function"
"1003","packet__read","1","function"
"1003","log__printf","1","function"
"1003","mosquitto_connect","1","function"
"1003","password","1","variable"
"1003","cfg","1","variable"
"1003","retain","1","variable"
"1003","handle__pubrel","1","function"
"1003","mosquitto_connect_srv","1","function"
"1003","client_connect","1","function"
"1004","net__socket_close","1","function"
"1004","send__connack","1","function"
"1004","mosquitto_unpwd_check","1","function"
"1004","mosquitto_connect_bind","1","function"
"1004","mosquitto__reconnect","1","function"
"1004","handle__packet","1","function"
"1004","context","1","variable"
"1004","message__cleanup","1","function"
"1004","net__socket_get_address","1","function"
"1004","db__message_delete","1","function"
"1004","db__message_update","1","function"
"1004","ts","1","variable"
"1004","handle__unsuback","1","function"
"1004","pub_or_sub","1","variable"
"1004","argv","1","variable"
"1004","mosquitto_tls_insecure_set","1","function"
"1004","topic_temp","1","variable"
"1004","packet__cleanup","1","function"
"1004","message__remove","1","function"
"1004","mosquitto_socks5_set","1","function"
"1004","int_db","1","variable"
"1004","packet","1","variable"
"1004","mosquitto_reconnect","1","function"
"1004","mid","1","variable"
"1004","message__delete","1","function"
"1004","db__message_release","1","function"
"1004","qos","1","variable"
"1004","handle__pingreq","1","function"
"1004","handle__suback","1","function"
"1004","db","1","variable"
"1004","username","1","variable"
"1004","handle__pubackcomp","1","function"
"1004","packet__write","1","function"
"1004","mosquitto_tls_set","1","function"
"1004","packet__read_uint16","1","function"
"1004","packet__queue","1","function"
"1004","send__simple_command","1","function"
"1004","send__pingresp","1","function"
"1004","mosquitto_tls_psk_set","1","function"
"1004","do_disconnect","1","function"
"1004","mosq","1","variable"
"1004","handle__pingresp","1","function"
"1004","start","1","variable"
"1004","argc","1","variable"
"1004","topic","1","variable"
"1004","send__disconnect","1","function"
"1004","mosquitto_tls_opts_set","1","function"
"1004","message__out_update","1","function"
"1004","stored","1","variable"
"1004","client_opts_set","1","function"
"1004","db__message_write","1","function"
"1004","mqtt3_context_disconnect","1","function"
"1004","handle__connack","1","function"
"1004","packet__read","1","function"
"1004","log__printf","1","function"
"1004","mosquitto_connect","1","function"
"1004","password","1","variable"
"1004","cfg","1","variable"
"1004","retain","1","variable"
"1004","handle__pubrel","1","function"
"1004","mosquitto_connect_srv","1","function"
"1004","client_connect","1","function"
"1005","handle__pingreq","1","function"
"1005","handle__connack","1","function"
"1005","mosquitto__reconnect","1","function"
"1005","packet__read_uint16","1","function"
"1005","mid","1","variable"
"1005","send__pingresp","1","function"
"1005","packet__write","1","function"
"1005","context","1","variable"
"1005","message__cleanup","1","function"
"1005","packet__cleanup","1","function"
"1005","argv","1","variable"
"1005","do_disconnect","1","function"
"1005","mosquitto_reconnect","1","function"
"1005","mosquitto_tls_psk_set","1","function"
"1005","handle__pubrel","1","function"
"1005","client_opts_set","1","function"
"1005","topic_temp","1","variable"
"1005","mosquitto_tls_opts_set","1","function"
"1005","mosquitto_tls_insecure_set","1","function"
"1005","start","1","variable"
"1005","handle__pubackcomp","1","function"
"1005","send__disconnect","1","function"
"1005","packet","1","variable"
"1005","pub_or_sub","1","variable"
"1005","packet__queue","1","function"
"1005","send__connack","1","function"
"1005","handle__unsuback","1","function"
"1005","qos","1","variable"
"1005","log__printf","1","function"
"1005","int_db","1","variable"
"1005","net__socket_get_address","1","function"
"1005","mosquitto_connect_bind","1","function"
"1005","client_connect","1","function"
"1005","mqtt3_context_disconnect","1","function"
"1005","message__remove","1","function"
"1005","db__message_delete","1","function"
"1005","mosquitto_connect","1","function"
"1005","ts","1","variable"
"1005","packet__read","1","function"
"1005","mosquitto_tls_set","1","function"
"1005","db__message_update","1","function"
"1005","cfg","1","variable"
"1005","handle__suback","1","function"
"1005","handle__pingresp","1","function"
"1005","mosquitto_connect_srv","1","function"
"1005","password","1","variable"
"1005","mosq","1","variable"
"1005","db","1","variable"
"1005","send__simple_command","1","function"
"1005","stored","1","variable"
"1005","handle__packet","1","function"
"1005","mosquitto_unpwd_check","1","function"
"1005","net__socket_close","1","function"
"1005","db__message_write","1","function"
"1005","mosquitto_socks5_set","1","function"
"1005","db__message_release","1","function"
"1005","message__out_update","1","function"
"1005","username","1","variable"
"1005","retain","1","variable"
"1005","topic","1","variable"
"1005","message__delete","1","function"
"1005","argc","1","variable"
"1006","send__simple_command","1","function"
"1006","handle__pubrel","1","function"
"1006","qos","1","variable"
