def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(__MINT__),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(MAIN),
def(PROTO),
def(_WIN32),
