def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
True,
def(PROTO),
def(WIN32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(JUMPLIST_ROTATE),
True,
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(WIN32),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(PROTO),
def(MAIN),
def(DEBUG),
def(_WIN32),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(__MINT__),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
