def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(__MINT__),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(PROTO),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
