!def(FEAT_GUI_GTK),
def(DEBUG),
!def(INET_SOCKETS),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(__MINT__),
def(FEAT_BEVAL),
def(PROTO),
def(_WIN32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
True,
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(MAIN),
def(FEAT_TOOLBAR),
