!def(PROTO),
def(FEAT_TOOLBAR),
def(DEBUG),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_GUI_W32),
True,
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
