!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
