def(MCH_WRITE_DUMP),
True,
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
