def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(PROTO),
def(PROTO),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
True,
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
