!def(INET_SOCKETS),
!def(FEAT_BEVAL_GUI),
def(DEBUG),
def(INET_SOCKETS),
def(WIN32),
True,
def(PROTO),
def(JUMPLIST_ROTATE),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(UNIX),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(UNIX),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
