def(FEAT_BEVAL),
def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
True,
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(NBDEBUG),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
