def(MCH_WRITE_DUMP),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(PROTO),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
True,
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
