def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_GUI_GTK),
def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(PROTO),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
True,
def(FEAT_BEVAL),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
