def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
!def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(PROTO),
True,
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
