!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(PROTO),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
True,
def(PROTO),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI),
