def(FEAT_RIGHTLEFT),
!def(PROTO),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
True,
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
