def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(DEBUG),
True,
def(WSDEBUG_TRACE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(LESSTIF_VERSION),
