def(WSDEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(__MINT__),
def(FEAT_PROFILE),
def(_WIN32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_FLOAT),
True,
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(WIN32),
def(PROTO),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(MAIN),
def(FEAT_TOOLBAR),
def(DEBUG),
