def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(PROTO),
!def(NO_CONSOLE),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
True,
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
