!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
True,
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI),
