!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(DEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(RISCOS),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(PROTO),
True,
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(WSDEBUG),
!def(RISCOS),
def(INET_SOCKETS),
!def(FEAT_MBYTE),
def(FEAT_FKMAP),
