def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(PROTO),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
True,
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
