!def(PROTO),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(PROTO),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(DEBUG),
True,
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
