!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(WSDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
def(WIN32),
!def(FEAT_GUI_W32),
def(__MINT__),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(INET_SOCKETS),
def(PROTO),
