!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(MAIN),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
def(NBDEBUG),
!def(FEAT_GUI_W32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_TERMRESPONSE),
