def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(RISCOS),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(PROTO),
!def(NO_CONSOLE),
!def(RISCOS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(FEAT_GUI),
def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG),
def(EBCDIC),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(__BORLANDC__),
!def(EBCDIC),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
