def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
True,
def(JUMPLIST_ROTATE),
def(_WIN32),
def(WIN32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(DEBUG),
def(MAIN),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
