def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(WIN32),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(_WIN32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
!def(UNIX),
def(DEBUG),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(MAIN),
def(WSDEBUG),
def(UNIX),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
