def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(NBDEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
