def(PROTO),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_W32),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
