!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
!def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(DEBUG),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(PROTO),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
