def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(DEBUG),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(PROTO),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(WSDEBUG),
