!def(INET_SOCKETS),
!def(FEAT_BEVAL),
True,
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(PROTO),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
