def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(MAIN),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_GUI_W32),
def(PROTO),
def(WIN32),
def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
