def(__MINT__),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(MAIN),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_W32),
True,
def(DEBUG),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(WIN32),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
