def(HAVE_GETTIMEOFDAY),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(EBCDIC),
def(FEAT_GUI),
def(__BORLANDC__),
!def(RISCOS),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(EBCDIC),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(RISCOS),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
def(PROTO),
(!def(HAVE_GTK2)&def(FEAT_GUI_GTK)),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
