!def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(__MINT__),
def(WSDEBUG),
def(FEAT_GUI),
def(_WIN32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(MAIN),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_BEVAL_GUI),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
