def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WIN32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(_WIN32),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
