def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
True,
!def(RISCOS),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(RISCOS),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(PROTO),
