def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(__MINT__),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(PROTO),
def(MAIN),
def(WIN32),
def(_WIN32),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(WSDEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
