def(__BORLANDC__),
def(DEBUG),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
