(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_MOTIF),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(EBCDIC),
def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(DEBUG),
def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(FEAT_MBYTE),
def(WIN64),
!def(NO_CONSOLE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_MBYTE),
!def(EBCDIC),
def(FEAT_GUI),
!def(FEAT_RIGHTLEFT),
def(FEAT_CLIPBOARD),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
True,
!def(RISCOS),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
!def(WIN64),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(FEAT_GUI_MOTIF),
