def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(WSDEBUG_SENSE),
def(__MINT__),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(WIN32),
def(PROTO),
def(FEAT_TERMRESPONSE),
True,
def(INET_SOCKETS),
def(DEBUG),
def(MAIN),
def(WSDEBUG),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
