def(FEAT_TERMRESPONSE),
def(__MINT__),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
def(DEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(_WIN32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
