(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(WIN64),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
True,
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_MOTIF),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(FEAT_GUI_MOTIF),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WIN64),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(EBCDIC),
def(FEAT_TOOLBAR),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(FEAT_GUI),
