def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_GUI),
True,
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
!def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(RISCOS),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(DEBUG),
!def(FEAT_MBYTE),
!def(PROTO),
