def(INET_SOCKETS),
def(FEAT_MBYTE),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(PROTO),
True,
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
