def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
True,
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(PROTO),
