def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
True,
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(PROTO),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(DEBUG),
