def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(PROTO),
def(DEBUG),
def(__BORLANDC__),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
True,
def(PROTO),
!def(NO_CONSOLE),
def(WSDEBUG),
def(INET_SOCKETS),
def(_WIN32),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(MAIN),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
