def(FEAT_BEVAL_GUI),
def(LESSTIF_VERSION),
def(__MINT__),
def(MAIN),
def(WIN32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(DEBUG),
def(_WIN32),
def(FEAT_GUI_W32),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
True,
