!def(INET_SOCKETS),
def(INET_SOCKETS),
def(WSDEBUG),
def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_EMACS_TAGS),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
True,
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(FEAT_EMACS_TAGS),
